,STATION,NAME,DATE,PRCP,TMAX,TMIN
2808,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2013-09-07,0.0,75.0,56.0
2809,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2013-09-08,0.0,81.0,67.0
2810,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2013-09-09,0.0,84.0,58.0
2811,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2013-09-10,0.0,77.0,66.0
2812,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2013-09-11,0.0,88.0,75.0
2813,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2013-09-12,0.0,88.0,74.0
2814,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2013-09-13,0.42,89.0,67.0
2815,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2013-09-14,0.0,78.0,55.0
2816,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2013-09-15,0.0,67.0,51.0
2817,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2013-09-16,0.03,74.0,61.0
2818,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2013-09-17,0.02,71.0,50.0
2819,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2013-09-18,0.0,66.0,50.0
2820,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2013-09-19,0.0,73.0,56.0
2821,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2013-09-20,0.0,77.0,60.0
2822,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2013-09-21,0.0,80.0,61.0
2823,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2013-09-22,1.2,81.0,61.0
2824,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2013-09-23,0.0,69.0,51.0
2825,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2013-09-24,0.0,68.0,48.0
2826,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2013-09-25,0.0,73.0,52.0
2827,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2013-09-26,0.0,75.0,55.0
2828,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2013-09-27,0.0,72.0,59.0
2829,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2013-09-28,0.0,71.0,58.0
2830,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2013-09-29,0.0,73.0,55.0
2831,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2013-09-30,0.0,72.0,54.0
2832,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2013-10-01,0.0,77.0,60.0
2833,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2013-10-02,0.0,82.0,64.0
2834,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2013-10-03,0.0,84.0,67.0
2835,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2013-10-04,0.0,84.0,68.0
2836,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2013-10-05,0.0,87.0,70.0
2837,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2013-10-06,0.0,88.0,66.0
2838,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2013-10-07,0.03,84.0,68.0
2839,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2013-10-08,0.47,88.0,54.0
2840,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2013-10-09,0.0,67.0,55.0
2841,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2013-10-10,0.21,62.0,53.0
2842,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2013-10-11,1.1,62.0,53.0
2843,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2013-10-12,0.57,65.0,60.0
2844,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2013-10-13,0.0,71.0,59.0
2845,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2013-10-14,0.0,68.0,53.0
2846,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2013-10-15,0.0,68.0,53.0
2847,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2013-10-16,0.0,73.0,57.0
2848,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2013-10-17,0.0,71.0,59.0
2849,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2013-10-18,0.0,74.0,55.0
2850,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2013-10-19,0.0,67.0,51.0
2851,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2013-10-20,0.08,67.0,48.0
2852,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2013-10-21,0.0,64.0,49.0
2853,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2013-10-22,0.0,68.0,54.0
2854,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2013-10-23,0.0,66.0,48.0
2855,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2013-10-24,0.0,57.0,42.0
2856,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2013-10-25,0.0,52.0,40.0
2857,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2013-10-26,0.0,55.0,39.0
2858,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2013-10-27,0.0,57.0,42.0
2859,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2013-10-28,0.0,59.0,42.0
2860,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2013-10-29,0.0,64.0,45.0
2861,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2013-10-30,0.03,60.0,48.0
2862,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2013-10-31,0.05,58.0,49.0
2863,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2013-11-01,0.17,71.0,58.0
2864,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2013-11-02,0.03,70.0,52.0
2865,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2013-11-03,0.0,54.0,40.0
2866,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2013-11-04,0.0,48.0,36.0
2867,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2013-11-05,0.0,61.0,38.0
2868,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2013-11-06,0.0,68.0,46.0
2869,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2013-11-07,0.0,67.0,42.0
2870,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2013-11-08,0.04,60.0,40.0
2871,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2013-11-09,0.0,54.0,36.0
2872,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2013-11-10,0.0,58.0,43.0
2873,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2013-11-11,0.0,60.0,43.0
2874,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2013-11-12,0.0,56.0,35.0
2875,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2013-11-13,0.0,38.0,29.0
2876,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2013-11-14,0.0,45.0,33.0
2877,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2013-11-15,0.0,55.0,40.0
2878,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2013-11-16,0.01,59.0,45.0
2879,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2013-11-17,0.0,59.0,51.0
2880,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2013-11-18,0.24,68.0,57.0
2881,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2013-11-19,0.0,67.0,43.0
2882,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2013-11-20,0.0,49.0,33.0
2883,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2013-11-21,0.0,46.0,35.0
2884,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2013-11-22,0.0,54.0,39.0
2885,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2013-11-23,0.0,57.0,39.0
2886,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2013-11-24,0.0,45.0,23.0
2887,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2013-11-25,0.0,31.0,23.0
2888,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2013-11-26,0.0,37.0,25.0
2889,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2013-11-27,2.4,63.0,35.0
2890,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2013-11-28,0.02,44.0,29.0
2891,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2013-11-29,0.0,36.0,29.0
2892,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2013-11-30,0.0,42.0,26.0
2893,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2013-12-01,0.0,41.0,28.0
2894,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2013-12-02,0.0,49.0,37.0
2895,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2013-12-03,0.0,51.0,42.0
2896,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2013-12-04,0.0,55.0,41.0
2897,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2013-12-05,0.0,55.0,44.0
2898,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2013-12-06,0.25,63.0,51.0
2899,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2013-12-07,0.6,51.0,36.0
2900,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2013-12-08,0.0,40.0,27.0
2901,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2013-12-09,1.06,35.0,26.0
2902,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2013-12-10,0.3,38.0,32.0
2903,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2013-12-11,0.15,34.0,26.0
2904,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2013-12-12,0.0,35.0,24.0
2905,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2013-12-13,0.0,30.0,24.0
2906,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2013-12-14,0.0,37.0,28.0
2907,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2013-12-15,0.75,34.0,29.0
2908,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2013-12-16,0.0,42.0,25.0
2909,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2013-12-17,0.0,32.0,24.0
2910,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2013-12-18,0.0,34.0,24.0
2911,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2013-12-19,0.0,38.0,30.0
2912,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2013-12-20,0.0,46.0,33.0
2913,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2013-12-21,0.0,54.0,44.0
2914,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2013-12-22,0.0,67.0,54.0
2915,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2013-12-23,0.2,68.0,60.0
2916,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2013-12-24,0.41,62.0,33.0
2917,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2013-12-25,0.0,41.0,21.0
2918,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2013-12-26,0.0,32.0,22.0
2919,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2013-12-27,0.0,42.0,29.0
2920,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2013-12-28,0.0,46.0,33.0
2921,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2013-12-29,0.13,55.0,33.0
2922,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2013-12-30,1.2,47.0,40.0
2923,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2013-12-31,0.0,45.0,25.0
2924,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2014-01-01,0.0,38.0,27.0
2925,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2014-01-02,0.0,41.0,30.0
2926,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2014-01-03,0.65,37.0,14.0
2927,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2014-01-04,0.0,19.0,11.0
2928,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2014-01-05,0.0,31.0,14.0
2929,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2014-01-06,0.59,61.0,31.0
2930,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2014-01-07,0.05,48.0,3.0
2931,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2014-01-08,0.0,12.0,4.0
2932,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2014-01-09,0.0,27.0,12.0
2933,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2014-01-10,0.12,34.0,26.0
2934,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2014-01-11,0.37,59.0,32.0
2935,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2014-01-12,0.44,62.0,42.0
2936,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2014-01-13,0.0,46.0,34.0
2937,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2014-01-14,0.01,58.0,39.0
2938,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2014-01-15,0.17,49.0,36.0
2939,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2014-01-16,0.0,51.0,34.0
2940,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2014-01-17,0.0,40.0,30.0
2941,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2014-01-18,0.0,45.0,33.0
2942,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2014-01-19,0.0,38.0,22.0
2943,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2014-01-20,0.0,41.0,24.0
2944,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2014-01-21,0.0,49.0,26.0
2945,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2014-01-22,0.35,27.0,3.0
2946,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2014-01-23,0.0,17.0,4.0
2947,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2014-01-24,0.0,23.0,10.0
2948,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2014-01-25,0.0,24.0,11.0
2949,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2014-01-26,0.12,27.0,17.0
2950,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2014-01-27,0.0,40.0,18.0
2951,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2014-01-28,0.0,46.0,21.0
2952,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2014-01-29,0.07,22.0,12.0
2953,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2014-01-30,0.0,21.0,12.0
2954,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2014-01-31,0.0,29.0,20.0
2955,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2014-02-01,0.0,45.0,29.0
2956,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2014-02-02,0.0,50.0,33.0
2957,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2014-02-03,0.81,55.0,33.0
2958,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2014-02-04,0.49,34.0,23.0
2959,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2014-02-05,1.24,33.0,25.0
2960,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2014-02-06,0.24,37.0,23.0
2961,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2014-02-07,0.0,31.0,23.0
2962,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2014-02-08,0.0,35.0,23.0
2963,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2014-02-09,0.0,29.0,22.0
2964,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2014-02-10,0.21,,
2965,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2014-02-11,0.0,23.0,17.0
2966,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2014-02-12,0.0,27.0,14.0
2967,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2014-02-14,,39.0,16.0
2968,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2014-02-15,0.0,46.0,18.0
2969,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2014-02-16,0.12,38.0,22.0
2970,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2014-02-17,0.0,34.0,20.0
2971,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2014-02-18,0.22,33.0,18.0
2972,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2014-02-19,0.0,46.0,31.0
2973,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2014-02-20,0.41,45.0,31.0
2974,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2014-02-21,0.0,53.0,35.0
2975,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2014-02-22,0.13,63.0,38.0
2976,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2014-02-23,0.0,58.0,37.0
2977,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2014-02-24,0.0,58.0,33.0
2978,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2014-02-25,0.0,53.0,34.0
2979,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2014-02-26,0.0,37.0,27.0
2980,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2014-02-27,0.0,33.0,26.0
2981,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2014-02-28,0.0,35.0,20.0
2982,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2014-03-01,0.0,31.0,10.0
2983,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2014-03-02,0.0,40.0,19.0
2984,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2014-03-03,0.33,41.0,17.0
2985,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2014-03-04,0.0,29.0,13.0
2986,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2014-03-05,0.0,30.0,12.0
2987,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2014-03-06,0.0,43.0,22.0
2988,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2014-03-07,0.0,38.0,19.0
2989,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2014-03-08,0.0,46.0,26.0
2990,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2014-03-09,0.0,59.0,35.0
2991,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2014-03-10,0.0,54.0,37.0
2992,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2014-03-11,0.0,56.0,40.0
2993,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2014-03-12,0.0,66.0,48.0
2994,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2014-03-13,0.34,69.0,19.0
2995,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2014-03-14,0.0,33.0,20.0
2996,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2014-03-15,0.0,50.0,31.0
2997,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2014-03-16,0.0,62.0,33.0
2998,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2014-03-17,0.15,41.0,22.0
2999,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2014-03-18,0.0,33.0,23.0
3000,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2014-03-19,0.1,44.0,32.0
3001,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2014-03-20,0.8,47.0,38.0
3002,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2014-03-21,0.0,55.0,38.0
3003,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2014-03-22,0.0,55.0,41.0
3004,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2014-03-23,0.0,68.0,40.0
3005,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2014-03-24,0.0,46.0,22.0
3006,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2014-03-25,0.0,37.0,24.0
3007,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2014-03-26,0.01,40.0,30.0
3008,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2014-03-27,0.0,36.0,28.0
3009,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2014-03-28,0.01,50.0,29.0
3010,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2014-03-29,0.01,63.0,49.0
3011,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2014-03-30,1.8,50.0,45.0
3012,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2014-03-31,0.83,47.0,36.0
3013,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2014-04-01,0.0,58.0,38.0
3014,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2014-04-02,0.0,60.0,43.0
3015,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2014-04-03,0.0,63.0,45.0
3016,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2014-04-04,0.08,67.0,43.0
3017,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2014-04-05,0.01,51.0,42.0
3018,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2014-04-06,0.0,69.0,42.0
3019,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2014-04-07,0.0,61.0,41.0
3020,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2014-04-08,0.71,58.0,43.0
3021,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2014-04-09,0.0,65.0,44.0
3022,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2014-04-10,0.0,67.0,52.0
3023,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2014-04-11,0.0,65.0,63.0
3024,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2014-04-12,0.0,78.0,54.0
3025,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2014-04-13,0.0,74.0,55.0
3026,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2014-04-14,0.0,84.0,63.0
3027,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2014-04-15,,80.0,63.0
3028,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2014-04-16,0.95,69.0,33.0
3029,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2014-04-17,0.0,49.0,33.0
3030,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2014-04-18,0.0,52.0,38.0
3031,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2014-04-19,0.0,56.0,40.0
3032,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2014-04-20,0.0,69.0,48.0
3033,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2014-04-21,0.0,59.0,42.0
3034,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2014-04-22,0.0,72.0,50.0
3035,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2014-04-23,0.01,76.0,48.0
3036,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2014-04-24,0.0,61.0,43.0
3037,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2014-04-25,0.0,65.0,46.0
3038,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2014-04-26,0.6,69.0,47.0
3039,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2014-04-27,0.0,71.0,47.0
3040,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2014-04-28,0.0,62.0,46.0
3041,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2014-04-29,0.0,65.0,42.0
3042,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2014-04-30,1.52,48.0,43.0
3043,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2014-05-01,2.0,65.0,47.0
3044,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2014-05-02,0.12,79.0,58.0
3045,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2014-05-03,0.0,68.0,55.0
3046,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2014-05-04,0.12,71.0,55.0
3047,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2014-05-05,0.0,64.0,49.0
3048,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2014-05-06,0.0,69.0,53.0
3049,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2014-05-07,0.0,73.0,52.0
3050,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2014-05-08,0.0,68.0,54.0
3051,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2014-05-09,0.0,70.0,55.0
3052,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2014-05-10,0.0,76.0,59.0
