,STATION,NAME,DATE,PRCP,TMAX,TMIN
1330,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2009-08-23,0.0,88.0,70.0
1331,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2009-08-24,0.0,85.0,68.0
1332,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2009-08-25,0.0,87.0,72.0
1333,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2009-08-26,0.0,88.0,71.0
1334,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2009-08-27,0.07,81.0,69.0
1335,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2009-08-28,0.41,75.0,69.0
1336,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2009-08-29,1.88,85.0,68.0
1337,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2009-08-30,0.0,84.0,62.0
1338,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2009-08-31,0.0,75.0,57.0
1339,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2009-09-01,0.0,76.0,58.0
1340,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2009-09-02,0.0,78.0,61.0
1341,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2009-09-03,0.0,79.0,66.0
1342,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2009-09-04,0.0,84.0,67.0
1343,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2009-09-05,0.0,86.0,68.0
1344,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2009-09-06,0.0,77.0,65.0
1345,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2009-09-07,0.0,75.0,64.0
1346,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2009-09-08,0.0,75.0,67.0
1347,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2009-09-09,0.03,74.0,61.0
1348,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2009-09-10,1.39,69.0,57.0
1349,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2009-09-11,0.52,66.0,59.0
1350,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2009-09-12,0.03,69.0,63.0
1351,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2009-09-13,0.0,82.0,63.0
1352,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2009-09-14,0.0,81.0,65.0
1353,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2009-09-15,0.0,81.0,64.0
1354,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2009-09-16,0.0,66.0,60.0
1355,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2009-09-17,0.0,63.0,59.0
1356,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2009-09-18,0.0,76.0,56.0
1357,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2009-09-19,0.0,74.0,52.0
1358,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2009-09-20,0.0,75.0,57.0
1359,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2009-09-21,0.0,74.0,65.0
1360,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2009-09-22,0.02,78.0,69.0
1361,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2009-09-23,0.2,83.0,72.0
1362,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2009-09-24,0.0,82.0,63.0
1363,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2009-09-25,0.0,74.0,56.0
1364,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2009-09-26,0.98,69.0,58.0
1365,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2009-09-27,0.06,74.0,60.0
1366,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2009-09-28,0.37,77.0,56.0
1367,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2009-09-29,0.01,68.0,56.0
1368,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2009-09-30,0.0,63.0,49.0
1369,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2009-10-01,0.0,59.0,50.0
1370,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2009-10-02,0.05,68.0,56.0
1371,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2009-10-03,0.02,77.0,58.0
1372,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2009-10-04,0.0,75.0,53.0
1373,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2009-10-05,0.0,68.0,51.0
1374,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2009-10-06,0.08,69.0,59.0
1375,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2009-10-07,0.0,72.0,52.0
1376,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2009-10-08,0.05,69.0,56.0
1377,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2009-10-09,0.02,79.0,62.0
1378,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2009-10-10,0.04,68.0,48.0
1379,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2009-10-11,0.0,66.0,46.0
1380,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2009-10-12,0.0,57.0,48.0
1381,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2009-10-13,0.0,67.0,43.0
1382,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2009-10-14,0.0,53.0,45.0
1383,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2009-10-15,0.64,45.0,39.0
1384,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2009-10-16,0.65,45.0,39.0
1385,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2009-10-17,0.52,48.0,41.0
1386,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2009-10-18,0.01,48.0,39.0
1387,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2009-10-19,0.0,57.0,43.0
1388,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2009-10-20,0.0,69.0,50.0
1389,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2009-10-21,0.0,75.0,55.0
1390,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2009-10-22,0.0,73.0,56.0
1391,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2009-10-23,0.21,68.0,53.0
1392,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2009-10-24,1.61,71.0,50.0
1393,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2009-10-25,0.0,63.0,48.0
1394,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2009-10-26,0.33,63.0,50.0
1395,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2009-10-27,1.37,59.0,54.0
1396,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2009-10-28,0.1,62.0,51.0
1397,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2009-10-29,0.0,58.0,50.0
1398,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2009-10-30,0.07,62.0,55.0
1399,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2009-10-31,0.44,72.0,51.0
1400,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2009-11-01,0.44,72.0,51.0
1401,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2009-11-02,0.0,55.0,48.0
1402,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2009-11-03,0.0,57.0,44.0
1403,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2009-11-04,0.0,63.0,41.0
1404,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2009-11-05,0.0,52.0,43.0
1405,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2009-11-06,0.03,56.0,39.0
1406,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2009-11-07,0.0,50.0,34.0
1407,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2009-11-08,0.0,56.0,43.0
1408,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2009-11-09,0.0,72.0,48.0
1409,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2009-11-10,0.0,69.0,54.0
1410,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2009-11-11,0.04,66.0,49.0
1411,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2009-11-12,0.24,54.0,44.0
1412,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2009-11-13,0.16,50.0,45.0
1413,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2009-11-14,0.17,56.0,50.0
1414,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2009-11-15,0.01,60.0,55.0
1415,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2009-11-16,0.0,72.0,55.0
1416,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2009-11-17,0.0,62.0,47.0
1417,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2009-11-18,0.0,58.0,45.0
1418,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2009-11-19,0.0,57.0,49.0
1419,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2009-11-20,1.04,62.0,52.0
1420,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2009-11-21,0.0,57.0,44.0
1421,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2009-11-22,0.0,58.0,42.0
1422,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2009-11-23,0.0,57.0,46.0
1423,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2009-11-24,0.3,51.0,47.0
1424,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2009-11-25,0.1,56.0,49.0
1425,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2009-11-26,0.12,54.0,50.0
1426,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2009-11-27,0.0,56.0,43.0
1427,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2009-11-28,0.01,48.0,41.0
1428,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2009-11-29,0.0,53.0,40.0
1429,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2009-11-30,0.0,62.0,45.0
1430,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2009-12-01,0.22,54.0,37.0
1431,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2009-12-02,0.0,51.0,39.0
1432,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2009-12-03,1.08,67.0,45.0
1433,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2009-12-04,0.0,63.0,43.0
1434,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2009-12-05,0.0,52.0,42.0
1435,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2009-12-06,0.43,42.0,31.0
1436,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2009-12-07,0.0,38.0,32.0
1437,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2009-12-08,0.0,41.0,36.0
1438,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2009-12-09,2.11,51.0,39.0
1439,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2009-12-10,0.02,57.0,39.0
1440,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2009-12-11,0.0,41.0,23.0
1441,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2009-12-12,0.0,32.0,25.0
1442,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2009-12-13,0.03,42.0,32.0
1443,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2009-12-14,1.1,53.0,35.0
1444,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2009-12-15,0.01,49.0,43.0
1445,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2009-12-16,0.0,54.0,32.0
1446,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2009-12-17,0.0,39.0,26.0
1447,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2009-12-18,0.0,35.0,22.0
1448,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2009-12-19,0.18,34.0,21.0
1449,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2009-12-20,0.93,26.0,21.0
1450,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2009-12-21,0.0,34.0,26.0
1451,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2009-12-22,0.0,38.0,32.0
1452,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2009-12-23,0.0,38.0,22.0
1453,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2009-12-24,0.0,32.0,24.0
1454,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2009-12-25,0.0,40.0,29.0
1455,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2009-12-26,0.93,48.0,36.0
1456,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2009-12-27,1.14,57.0,41.0
1457,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2009-12-28,0.0,50.0,38.0
1458,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2009-12-29,0.0,39.0,25.0
1459,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2009-12-30,0.0,28.0,19.0
1460,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2009-12-31,0.07,32.0,24.0
1461,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2010-01-01,0.2,36.0,31.0
1462,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2010-01-01,0.2,36.0,31.0
1463,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2010-01-02,0.0,42.0,27.0
1464,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2010-01-03,0.01,29.0,19.0
1465,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2010-01-04,0.0,27.0,22.0
1466,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2010-01-05,0.0,32.0,24.0
1467,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2010-01-06,0.0,32.0,25.0
1468,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2010-01-07,0.0,37.0,30.0
1469,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2010-01-08,0.09,39.0,28.0
1470,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2010-01-09,0.0,33.0,21.0
1471,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2010-01-10,0.0,31.0,15.0
1472,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2010-01-11,0.0,30.0,19.0
1473,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2010-01-12,0.0,34.0,23.0
1474,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2010-01-13,0.0,35.0,27.0
1475,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2010-01-14,0.0,39.0,29.0
1476,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2010-01-15,0.0,49.0,32.0
1477,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2010-01-16,0.0,52.0,36.0
1478,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2010-01-17,0.0,53.0,39.0
1479,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2010-01-18,0.8,44.0,38.0
1480,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2010-01-19,0.0,54.0,39.0
1481,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2010-01-20,0.0,52.0,32.0
1482,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2010-01-21,0.0,44.0,30.0
1483,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2010-01-22,0.0,43.0,34.0
1484,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2010-01-23,0.0,45.0,31.0
1485,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2010-01-24,0.0,44.0,33.0
1486,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2010-01-25,0.92,61.0,36.0
1487,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2010-01-26,0.91,62.0,38.0
1488,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2010-01-27,0.01,44.0,30.0
1489,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2010-01-28,0.0,40.0,34.0
1490,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2010-01-29,0.0,46.0,17.0
1491,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2010-01-30,0.0,24.0,17.0
1492,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2010-01-31,0.03,20.0,15.0
1493,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2010-02-01,0.0,32.0,18.0
1494,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2010-02-02,0.0,36.0,28.0
1495,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2010-02-03,0.03,37.0,29.0
1496,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2010-02-04,0.0,40.0,30.0
1497,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2010-02-05,0.0,41.0,32.0
1498,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2010-02-06,,39.0,23.0
1499,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2010-02-07,,27.0,17.0
1500,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2010-02-08,0.0,33.0,20.0
1501,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2010-02-09,0.0,36.0,25.0
1502,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2010-02-10,,40.0,29.0
1503,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2010-02-11,,33.0,27.0
1504,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2010-02-12,,38.0,24.0
1505,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2010-02-13,0.0,37.0,26.0
1506,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2010-02-14,0.0,31.0,24.0
1507,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2010-02-15,0.0,37.0,26.0
1508,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2010-02-16,0.13,39.0,27.0
1509,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2010-02-17,0.0,36.0,26.0
1510,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2010-02-18,0.1,37.0,29.0
1511,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2010-02-19,0.0,44.0,35.0
1512,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2010-02-20,0.0,44.0,34.0
1513,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2010-02-21,0.0,44.0,33.0
1514,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2010-02-22,0.0,47.0,33.0
1515,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2010-02-23,0.4,42.0,35.0
1516,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2010-02-24,0.68,39.0,35.0
1517,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2010-02-25,0.15,45.0,33.0
1518,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2010-02-26,0.69,34.0,24.0
1519,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2010-02-27,0.04,36.0,27.0
1520,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2010-02-28,0.0,42.0,30.0
1521,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2010-03-01,0.0,43.0,35.0
1522,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2010-03-02,0.0,49.0,35.0
1523,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2010-03-03,0.05,47.0,35.0
1524,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2010-03-04,0.0,42.0,34.0
1525,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2010-03-05,0.0,45.0,34.0
1526,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2010-03-06,0.0,52.0,30.0
1527,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2010-03-07,0.0,55.0,38.0
1528,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2010-03-08,0.0,57.0,42.0
1529,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2010-03-09,0.0,61.0,45.0
1530,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2010-03-10,0.0,64.0,44.0
1531,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2010-03-11,0.0,61.0,45.0
1532,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2010-03-12,0.05,61.0,44.0
1533,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2010-03-13,1.22,48.0,42.0
1534,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2010-03-14,1.63,51.0,46.0
1535,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2010-03-15,0.51,51.0,42.0
1536,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2010-03-16,0.04,52.0,42.0
1537,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2010-03-17,0.0,64.0,42.0
1538,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2010-03-18,0.0,68.0,42.0
1539,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2010-03-19,0.0,71.0,50.0
1540,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2010-03-20,0.0,73.0,52.0
1541,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2010-03-21,0.0,75.0,52.0
1542,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2010-03-22,0.12,76.0,58.0
1543,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2010-03-23,0.9,62.0,50.0
1544,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2010-03-24,0.09,54.0,47.0
1545,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2010-03-25,0.0,65.0,47.0
1546,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2010-03-26,0.17,70.0,42.0
1547,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2010-03-27,0.0,51.0,31.0
1548,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2010-03-28,0.0,49.0,34.0
1549,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2010-03-29,1.78,59.0,43.0
1550,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2010-03-30,0.15,57.0,43.0
1551,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2010-03-31,0.84,50.0,38.0
1552,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2010-04-01,0.0,66.0,48.0
1553,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2010-04-02,0.0,74.0,48.0
1554,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2010-04-03,0.0,76.0,47.0
1555,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2010-04-04,0.0,75.0,51.0
1556,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2010-04-05,0.0,77.0,57.0
1557,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2010-04-06,0.02,80.0,64.0
1558,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2010-04-07,0.0,88.0,66.0
1559,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2010-04-08,0.0,91.0,69.0
1560,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2010-04-09,0.61,85.0,52.0
1561,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2010-04-10,0.0,60.0,42.0
1562,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2010-04-11,0.0,62.0,45.0
1563,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2010-04-12,0.01,76.0,55.0
1564,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2010-04-13,0.0,69.0,53.0
1565,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2010-04-14,0.08,55.0,42.0
1566,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2010-04-15,0.0,67.0,50.0
1567,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2010-04-16,0.0,75.0,50.0
1568,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2010-04-17,0.08,74.0,50.0
1569,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2010-04-18,0.0,60.0,40.0
1570,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2010-04-19,0.0,57.0,45.0
1571,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2010-04-20,0.0,67.0,49.0
1572,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2010-04-21,0.0,70.0,52.0
1573,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2010-04-22,1.3,67.0,53.0
1574,USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2010-04-23,0.02,74.0,48.0
