dispatch_date,violent_offense_count,felony_count,misdemeanor_count,year,year_group,dispatch_wday,dispatch_month,dispatch_quarter,tmax,tmin
2019-02-07,32,33,99,2019,2018-2022,Thursday,February,1,59.0,40.0
2019-02-08,38,41,72,2019,2018-2022,Friday,February,1,47.0,41.0
2019-02-09,31,34,84,2019,2018-2022,Saturday,February,1,55.0,24.0
2019-02-10,36,41,87,2019,2018-2022,Sunday,February,1,35.0,23.0
2019-02-11,30,34,88,2019,2018-2022,Monday,February,1,38.0,26.0
2019-02-12,30,33,63,2019,2018-2022,Tuesday,February,1,34.0,27.0
2019-02-13,37,42,74,2019,2018-2022,Wednesday,February,1,41.0,27.0
2019-02-14,34,38,56,2019,2018-2022,Thursday,February,1,42.0,33.0
2019-02-15,43,49,83,2019,2018-2022,Friday,February,1,53.0,38.0
2019-02-16,34,38,85,2019,2018-2022,Saturday,February,1,63.0,36.0
2019-02-17,39,41,88,2019,2018-2022,Sunday,February,1,38.0,26.0
2019-02-18,43,47,59,2019,2018-2022,Monday,February,1,40.0,30.0
2019-02-19,33,36,84,2019,2018-2022,Tuesday,February,1,45.0,25.0
2019-02-20,26,29,51,2019,2018-2022,Wednesday,February,1,39.0,28.0
2019-02-21,37,42,86,2019,2018-2022,Thursday,February,1,44.0,26.0
2019-02-22,48,54,92,2019,2018-2022,Friday,February,1,52.0,40.0
2019-02-23,34,39,79,2019,2018-2022,Saturday,February,1,47.0,34.0
2019-02-24,23,28,114,2019,2018-2022,Sunday,February,1,52.0,33.0
2019-02-25,35,37,75,2019,2018-2022,Monday,February,1,49.0,34.0
2019-02-26,47,50,82,2019,2018-2022,Tuesday,February,1,42.0,29.0
2019-02-27,34,38,72,2019,2018-2022,Wednesday,February,1,42.0,25.0
2019-02-28,30,34,70,2019,2018-2022,Thursday,February,1,39.0,27.0
2019-03-01,34,39,56,2019,2018-2022,Friday,March,1,41.0,27.0
2019-03-02,36,39,87,2019,2018-2022,Saturday,March,1,35.0,28.0
2019-03-04,29,33,89,2019,2018-2022,Monday,March,1,37.0,33.0
2019-03-05,27,33,71,2019,2018-2022,Tuesday,March,1,39.0,22.0
2019-03-06,32,35,60,2019,2018-2022,Wednesday,March,1,35.0,19.0
2019-03-07,37,42,76,2019,2018-2022,Thursday,March,1,30.0,19.0
2019-03-08,26,28,71,2019,2018-2022,Friday,March,1,37.0,21.0
2019-03-09,42,48,63,2019,2018-2022,Saturday,March,1,41.0,33.0
2019-03-10,38,39,63,2019,2018-2022,Sunday,March,1,53.0,38.0
2019-03-11,33,36,88,2019,2018-2022,Monday,March,1,50.0,43.0
2019-03-12,43,45,78,2019,2018-2022,Tuesday,March,1,56.0,36.0
2019-03-13,49,52,75,2019,2018-2022,Wednesday,March,1,56.0,34.0
2019-03-14,40,40,71,2019,2018-2022,Thursday,March,1,53.0,41.0
2019-03-15,34,38,75,2019,2018-2022,Friday,March,1,70.0,47.0
2019-03-16,43,47,78,2019,2018-2022,Saturday,March,1,77.0,45.0
2019-03-17,41,45,109,2019,2018-2022,Sunday,March,1,51.0,34.0
2019-03-18,36,45,69,2019,2018-2022,Monday,March,1,48.0,34.0
2019-03-19,39,43,62,2019,2018-2022,Tuesday,March,1,49.0,35.0
2019-03-20,42,46,85,2019,2018-2022,Wednesday,March,1,54.0,37.0
2019-03-21,37,44,67,2019,2018-2022,Thursday,March,1,56.0,42.0
2019-03-22,41,42,74,2019,2018-2022,Friday,March,1,51.0,38.0
2019-03-23,35,37,68,2019,2018-2022,Saturday,March,1,52.0,35.0
2019-03-24,30,36,98,2019,2018-2022,Sunday,March,1,52.0,39.0
2019-03-25,46,55,83,2019,2018-2022,Monday,March,1,63.0,46.0
2019-03-26,51,56,88,2019,2018-2022,Tuesday,March,1,57.0,33.0
2019-03-27,39,44,52,2019,2018-2022,Wednesday,March,1,49.0,34.0
2019-03-28,43,46,86,2019,2018-2022,Thursday,March,1,54.0,36.0
2019-03-29,28,34,75,2019,2018-2022,Friday,March,1,60.0,42.0
2019-03-30,40,45,101,2019,2018-2022,Saturday,March,1,63.0,42.0
2019-03-31,45,49,82,2019,2018-2022,Sunday,March,1,77.0,58.0
2019-04-01,34,39,94,2019,2018-2022,Monday,April,2,62.0,31.0
2019-04-02,51,54,80,2019,2018-2022,Tuesday,April,2,50.0,36.0
2019-04-03,33,36,92,2019,2018-2022,Wednesday,April,2,54.0,40.0
2019-04-04,41,42,87,2019,2018-2022,Thursday,April,2,68.0,49.0
2019-04-05,33,37,93,2019,2018-2022,Friday,April,2,67.0,41.0
2019-04-06,32,36,69,2019,2018-2022,Saturday,April,2,47.0,41.0
2019-04-07,44,49,110,2019,2018-2022,Sunday,April,2,69.0,46.0
2019-04-08,29,38,76,2019,2018-2022,Monday,April,2,73.0,55.0
2019-04-09,39,44,66,2019,2018-2022,Tuesday,April,2,82.0,55.0
2019-04-10,43,44,63,2019,2018-2022,Wednesday,April,2,74.0,52.0
2019-04-11,42,46,79,2019,2018-2022,Thursday,April,2,66.0,52.0
2019-04-12,42,45,70,2019,2018-2022,Friday,April,2,59.0,43.0
2019-04-13,36,37,76,2019,2018-2022,Saturday,April,2,78.0,57.0
2019-04-14,47,50,88,2019,2018-2022,Sunday,April,2,77.0,61.0
2019-04-15,45,55,93,2019,2018-2022,Monday,April,2,74.0,59.0
2019-04-16,43,54,95,2019,2018-2022,Tuesday,April,2,65.0,44.0
2019-04-17,43,45,84,2019,2018-2022,Wednesday,April,2,68.0,44.0
2019-04-18,42,47,78,2019,2018-2022,Thursday,April,2,68.0,44.0
2019-04-19,49,52,99,2019,2018-2022,Friday,April,2,82.0,60.0
2019-04-20,36,41,81,2019,2018-2022,Saturday,April,2,80.0,65.0
2019-04-21,45,49,92,2019,2018-2022,Sunday,April,2,74.0,63.0
2019-04-22,43,48,92,2019,2018-2022,Monday,April,2,72.0,56.0
2019-04-23,44,53,91,2019,2018-2022,Tuesday,April,2,69.0,58.0
2019-04-24,42,44,87,2019,2018-2022,Wednesday,April,2,81.0,61.0
2019-04-25,52,55,74,2019,2018-2022,Thursday,April,2,75.0,56.0
2019-04-26,47,53,74,2019,2018-2022,Friday,April,2,75.0,54.0
2019-04-27,30,34,78,2019,2018-2022,Saturday,April,2,71.0,51.0
2019-04-28,32,37,85,2019,2018-2022,Sunday,April,2,68.0,55.0
2019-04-29,38,42,102,2019,2018-2022,Monday,April,2,67.0,42.0
2019-04-30,42,47,91,2019,2018-2022,Tuesday,April,2,67.0,42.0
2019-05-01,50,55,87,2019,2018-2022,Wednesday,May,2,77.0,54.0
2019-05-02,45,55,100,2019,2018-2022,Thursday,May,2,64.0,42.0
2019-05-03,38,47,89,2019,2018-2022,Friday,May,2,85.0,51.0
2019-05-05,50,53,74,2019,2018-2022,Sunday,May,2,75.0,54.0
2019-05-06,62,69,104,2019,2018-2022,Monday,May,2,62.0,53.0
2019-05-07,44,51,81,2019,2018-2022,Tuesday,May,2,77.0,55.0
2019-05-08,45,50,73,2019,2018-2022,Wednesday,May,2,78.0,55.0
2019-05-09,31,33,78,2019,2018-2022,Thursday,May,2,70.0,56.0
2019-05-10,38,38,82,2019,2018-2022,Friday,May,2,70.0,57.0
2019-05-11,60,65,94,2019,2018-2022,Saturday,May,2,82.0,61.0
2019-05-13,35,42,68,2019,2018-2022,Monday,May,2,72.0,45.0
2019-05-14,57,63,77,2019,2018-2022,Tuesday,May,2,52.0,46.0
2019-05-15,35,40,91,2019,2018-2022,Wednesday,May,2,57.0,46.0
2019-05-16,47,51,95,2019,2018-2022,Thursday,May,2,75.0,56.0
2019-05-17,46,48,87,2019,2018-2022,Friday,May,2,78.0,61.0
2019-05-18,43,50,73,2019,2018-2022,Saturday,May,2,82.0,62.0
2019-05-19,60,61,88,2019,2018-2022,Sunday,May,2,80.0,63.0
2019-05-20,54,61,97,2019,2018-2022,Monday,May,2,89.0,72.0
2019-05-21,38,45,86,2019,2018-2022,Tuesday,May,2,89.0,71.0
2019-05-22,40,41,83,2019,2018-2022,Wednesday,May,2,74.0,55.0
2019-05-23,37,40,72,2019,2018-2022,Thursday,May,2,78.0,55.0
2019-05-24,45,49,66,2019,2018-2022,Friday,May,2,75.0,65.0
2019-05-25,40,44,75,2019,2018-2022,Saturday,May,2,82.0,59.0
2019-05-26,44,47,82,2019,2018-2022,Sunday,May,2,78.0,63.0
2019-05-27,47,50,72,2019,2018-2022,Monday,May,2,91.0,68.0
2019-05-28,49,51,92,2019,2018-2022,Tuesday,May,2,84.0,64.0
2019-05-29,34,38,94,2019,2018-2022,Wednesday,May,2,85.0,64.0
2019-05-30,30,37,84,2019,2018-2022,Thursday,May,2,91.0,69.0
2019-05-31,37,40,81,2019,2018-2022,Friday,May,2,86.0,68.0
2019-06-01,54,55,84,2019,2018-2022,Saturday,June,2,84.0,66.0
2019-06-02,49,54,86,2019,2018-2022,Sunday,June,2,86.0,65.0
2019-06-03,56,60,95,2019,2018-2022,Monday,June,2,85.0,60.0
2019-06-04,40,45,82,2019,2018-2022,Tuesday,June,2,74.0,55.0
2019-06-05,53,58,83,2019,2018-2022,Wednesday,June,2,76.0,63.0
2019-06-06,44,46,76,2019,2018-2022,Thursday,June,2,86.0,63.0
2019-06-07,50,53,76,2019,2018-2022,Friday,June,2,87.0,69.0
2019-06-08,39,42,81,2019,2018-2022,Saturday,June,2,82.0,67.0
2019-06-09,57,61,91,2019,2018-2022,Sunday,June,2,82.0,61.0
2019-06-10,40,42,90,2019,2018-2022,Monday,June,2,81.0,61.0
2019-06-11,43,47,87,2019,2018-2022,Tuesday,June,2,78.0,65.0
2019-06-12,52,62,87,2019,2018-2022,Wednesday,June,2,80.0,64.0
2019-06-13,42,48,68,2019,2018-2022,Thursday,June,2,77.0,57.0
2019-06-14,41,46,76,2019,2018-2022,Friday,June,2,73.0,59.0
2019-06-15,35,35,91,2019,2018-2022,Saturday,June,2,75.0,59.0
2019-06-16,43,46,72,2019,2018-2022,Sunday,June,2,82.0,70.0
2019-06-17,45,51,105,2019,2018-2022,Monday,June,2,85.0,72.0
2019-06-18,32,42,99,2019,2018-2022,Tuesday,June,2,86.0,71.0
2019-06-19,34,43,91,2019,2018-2022,Wednesday,June,2,86.0,72.0
2019-06-20,42,47,95,2019,2018-2022,Thursday,June,2,83.0,68.0
2019-06-21,49,52,79,2019,2018-2022,Friday,June,2,88.0,71.0
2019-06-22,43,46,85,2019,2018-2022,Saturday,June,2,82.0,64.0
2019-06-23,42,47,83,2019,2018-2022,Sunday,June,2,83.0,65.0
2019-06-24,40,46,87,2019,2018-2022,Monday,June,2,87.0,69.0
2019-06-25,50,56,99,2019,2018-2022,Tuesday,June,2,90.0,75.0
2019-06-26,51,55,95,2019,2018-2022,Wednesday,June,2,91.0,73.0
2019-06-27,43,51,80,2019,2018-2022,Thursday,June,2,93.0,75.0
2019-06-28,53,55,78,2019,2018-2022,Friday,June,2,94.0,76.0
2019-06-29,53,59,80,2019,2018-2022,Saturday,June,2,96.0,75.0
2019-06-30,49,55,101,2019,2018-2022,Sunday,June,2,96.0,73.0
2019-07-01,42,51,92,2019,2018-2022,Monday,July,3,88.0,65.0
2019-07-02,47,50,84,2019,2018-2022,Tuesday,July,3,89.0,71.0
2019-07-03,43,49,80,2019,2018-2022,Wednesday,July,3,93.0,73.0
2019-07-04,44,46,74,2019,2018-2022,Thursday,July,3,91.0,78.0
2019-07-05,47,52,93,2019,2018-2022,Friday,July,3,92.0,75.0
2019-07-06,35,40,91,2019,2018-2022,Saturday,July,3,91.0,77.0
2019-07-07,54,58,94,2019,2018-2022,Sunday,July,3,92.0,72.0
2019-07-08,41,43,98,2019,2018-2022,Monday,July,3,87.0,71.0
2019-07-09,60,64,100,2019,2018-2022,Tuesday,July,3,87.0,69.0
2019-07-10,43,45,90,2019,2018-2022,Wednesday,July,3,91.0,74.0
2019-07-11,47,50,86,2019,2018-2022,Thursday,July,3,92.0,74.0
2019-07-14,51,53,75,2019,2018-2022,Sunday,July,3,90.0,71.0
2019-07-15,50,53,100,2019,2018-2022,Monday,July,3,91.0,75.0
2019-07-16,34,38,98,2019,2018-2022,Tuesday,July,3,91.0,75.0
2019-07-17,40,48,89,2019,2018-2022,Wednesday,July,3,95.0,78.0
2019-07-18,44,46,85,2019,2018-2022,Thursday,July,3,98.0,75.0
2019-07-21,49,55,83,2019,2018-2022,Sunday,July,3,100.0,76.0
2019-07-22,56,61,89,2019,2018-2022,Monday,July,3,100.0,78.0
2019-07-23,56,58,90,2019,2018-2022,Tuesday,July,3,96.0,68.0
2019-07-24,38,47,94,2019,2018-2022,Wednesday,July,3,77.0,65.0
2019-07-25,33,35,83,2019,2018-2022,Thursday,July,3,87.0,68.0
2019-07-26,41,43,85,2019,2018-2022,Friday,July,3,90.0,69.0
2019-07-27,48,52,65,2019,2018-2022,Saturday,July,3,91.0,71.0
2019-07-28,46,52,85,2019,2018-2022,Sunday,July,3,93.0,74.0
2019-07-29,37,42,113,2019,2018-2022,Monday,July,3,95.0,77.0
2019-07-30,42,50,109,2019,2018-2022,Tuesday,July,3,95.0,78.0
2019-07-31,52,58,101,2019,2018-2022,Wednesday,July,3,98.0,76.0
2019-08-01,40,44,83,2019,2018-2022,Thursday,August,3,90.0,72.0
2019-08-02,36,38,84,2019,2018-2022,Friday,August,3,90.0,74.0
2019-08-03,61,69,78,2019,2018-2022,Saturday,August,3,89.0,74.0
2019-08-04,39,42,93,2019,2018-2022,Sunday,August,3,91.0,75.0
2019-08-05,39,43,95,2019,2018-2022,Monday,August,3,86.0,74.0
2019-08-06,44,50,97,2019,2018-2022,Tuesday,August,3,90.0,74.0
2019-08-07,31,40,83,2019,2018-2022,Wednesday,August,3,90.0,73.0
2019-08-08,52,58,73,2019,2018-2022,Thursday,August,3,92.0,70.0
2019-08-09,39,47,108,2019,2018-2022,Friday,August,3,92.0,70.0
2019-08-10,49,53,82,2019,2018-2022,Saturday,August,3,89.0,69.0
2019-08-11,53,60,83,2019,2018-2022,Sunday,August,3,87.0,66.0
2019-08-12,46,53,92,2019,2018-2022,Monday,August,3,85.0,68.0
2019-08-13,40,45,91,2019,2018-2022,Tuesday,August,3,90.0,76.0
2019-08-14,49,56,82,2019,2018-2022,Wednesday,August,3,81.0,72.0
2019-08-15,51,57,97,2019,2018-2022,Thursday,August,3,80.0,72.0
2019-08-16,46,51,80,2019,2018-2022,Friday,August,3,86.0,72.0
2019-08-17,38,41,84,2019,2018-2022,Saturday,August,3,89.0,72.0
2019-08-18,54,57,92,2019,2018-2022,Sunday,August,3,91.0,77.0
2019-08-19,52,57,81,2019,2018-2022,Monday,August,3,95.0,77.0
2019-08-20,44,45,92,2019,2018-2022,Tuesday,August,3,95.0,76.0
2019-08-21,42,50,69,2019,2018-2022,Wednesday,August,3,91.0,77.0
2019-08-22,45,49,94,2019,2018-2022,Thursday,August,3,94.0,74.0
2019-08-23,36,42,76,2019,2018-2022,Friday,August,3,93.0,68.0
2019-08-24,56,60,80,2019,2018-2022,Saturday,August,3,72.0,62.0
2019-08-26,46,49,104,2019,2018-2022,Monday,August,3,80.0,60.0
2019-08-27,51,54,102,2019,2018-2022,Tuesday,August,3,80.0,60.0
2019-08-28,39,44,63,2019,2018-2022,Wednesday,August,3,78.0,67.0
2019-08-29,41,46,78,2019,2018-2022,Thursday,August,3,85.0,67.0
2019-08-30,42,48,71,2019,2018-2022,Friday,August,3,84.0,66.0
2019-08-31,38,41,65,2019,2018-2022,Saturday,August,3,89.0,67.0
2019-09-01,53,56,67,2019,2018-2022,Sunday,September,3,87.0,67.0
2019-09-02,52,58,110,2019,2018-2022,Monday,September,3,85.0,69.0
2019-09-03,48,53,93,2019,2018-2022,Tuesday,September,3,86.0,67.0
2019-09-04,40,45,56,2019,2018-2022,Wednesday,September,3,86.0,70.0
2019-09-05,55,59,85,2019,2018-2022,Thursday,September,3,92.0,67.0
2019-09-07,49,54,76,2019,2018-2022,Saturday,September,3,77.0,57.0
2019-09-09,43,50,88,2019,2018-2022,Monday,September,3,84.0,64.0
2019-09-10,32,35,89,2019,2018-2022,Tuesday,September,3,86.0,67.0
2019-09-11,41,45,76,2019,2018-2022,Wednesday,September,3,85.0,69.0
2019-09-12,42,46,73,2019,2018-2022,Thursday,September,3,91.0,74.0
2019-09-14,38,41,79,2019,2018-2022,Saturday,September,3,90.0,63.0
2019-09-15,47,52,96,2019,2018-2022,Sunday,September,3,79.0,70.0
2019-09-16,53,59,97,2019,2018-2022,Monday,September,3,85.0,68.0
2019-09-17,38,44,71,2019,2018-2022,Tuesday,September,3,87.0,68.0
2019-09-18,44,51,90,2019,2018-2022,Wednesday,September,3,81.0,67.0
2019-09-19,43,46,73,2019,2018-2022,Thursday,September,3,75.0,55.0
2019-09-20,36,41,70,2019,2018-2022,Friday,September,3,73.0,56.0
2019-09-21,59,63,98,2019,2018-2022,Saturday,September,3,80.0,61.0
2019-09-22,42,46,82,2019,2018-2022,Sunday,September,3,88.0,61.0
2019-09-23,36,39,103,2019,2018-2022,Monday,September,3,90.0,66.0
2019-09-24,41,43,76,2019,2018-2022,Tuesday,September,3,92.0,71.0
2019-09-25,47,51,101,2019,2018-2022,Wednesday,September,3,79.0,60.0
2019-09-26,39,50,79,2019,2018-2022,Thursday,September,3,83.0,65.0
2019-09-27,33,38,79,2019,2018-2022,Friday,September,3,85.0,60.0
2019-09-28,42,43,84,2019,2018-2022,Saturday,September,3,81.0,65.0
2019-09-29,49,54,82,2019,2018-2022,Sunday,September,3,86.0,65.0
2019-09-30,51,62,110,2019,2018-2022,Monday,September,3,81.0,64.0
2019-10-01,65,69,85,2019,2018-2022,Tuesday,October,4,72.0,65.0
2019-10-02,48,54,100,2019,2018-2022,Wednesday,October,4,85.0,69.0
2019-10-03,44,51,63,2019,2018-2022,Thursday,October,4,95.0,62.0
2019-10-04,40,47,84,2019,2018-2022,Friday,October,4,66.0,61.0
2019-10-05,52,60,76,2019,2018-2022,Saturday,October,4,69.0,45.0
2019-10-06,30,32,75,2019,2018-2022,Sunday,October,4,66.0,50.0
2019-10-07,47,55,98,2019,2018-2022,Monday,October,4,72.0,56.0
2019-10-08,53,56,85,2019,2018-2022,Tuesday,October,4,81.0,58.0
2019-10-09,34,47,84,2019,2018-2022,Wednesday,October,4,66.0,60.0
2019-10-10,47,52,60,2019,2018-2022,Thursday,October,4,60.0,53.0
2019-10-11,46,51,81,2019,2018-2022,Friday,October,4,75.0,52.0
2019-10-12,55,57,72,2019,2018-2022,Saturday,October,4,63.0,52.0
2019-10-13,45,50,74,2019,2018-2022,Sunday,October,4,71.0,52.0
2019-10-14,63,71,104,2019,2018-2022,Monday,October,4,71.0,51.0
2019-10-15,40,51,80,2019,2018-2022,Tuesday,October,4,75.0,52.0
2019-10-16,31,40,58,2019,2018-2022,Wednesday,October,4,69.0,55.0
2019-10-17,31,34,66,2019,2018-2022,Thursday,October,4,66.0,52.0
2019-10-18,46,48,74,2019,2018-2022,Friday,October,4,60.0,48.0
2019-10-19,40,45,76,2019,2018-2022,Saturday,October,4,61.0,43.0
2019-10-20,50,52,73,2019,2018-2022,Sunday,October,4,66.0,48.0
2019-10-21,50,59,117,2019,2018-2022,Monday,October,4,55.0,50.0
2019-10-22,46,49,78,2019,2018-2022,Tuesday,October,4,69.0,51.0
2019-10-23,46,49,72,2019,2018-2022,Wednesday,October,4,64.0,55.0
2019-10-24,43,51,84,2019,2018-2022,Thursday,October,4,67.0,47.0
2019-10-25,48,53,94,2019,2018-2022,Friday,October,4,70.0,48.0
2019-10-26,51,56,85,2019,2018-2022,Saturday,October,4,68.0,55.0
2019-10-27,54,58,90,2019,2018-2022,Sunday,October,4,64.0,55.0
2019-10-28,44,54,96,2019,2018-2022,Monday,October,4,75.0,55.0
2019-10-29,67,77,76,2019,2018-2022,Tuesday,October,4,67.0,55.0
2019-10-30,49,57,92,2019,2018-2022,Wednesday,October,4,62.0,56.0
2019-10-31,49,52,103,2019,2018-2022,Thursday,October,4,69.0,60.0
2019-11-01,62,65,96,2019,2018-2022,Friday,November,4,75.0,45.0
2019-11-02,61,64,76,2019,2018-2022,Saturday,November,4,54.0,37.0
2019-11-03,42,46,77,2019,2018-2022,Sunday,November,4,56.0,40.0
2019-11-04,33,43,80,2019,2018-2022,Monday,November,4,55.0,40.0
2019-11-05,48,54,79,2019,2018-2022,Tuesday,November,4,60.0,38.0
2019-11-06,40,43,91,2019,2018-2022,Wednesday,November,4,63.0,45.0
2019-11-07,38,46,74,2019,2018-2022,Thursday,November,4,58.0,47.0
2019-11-08,31,35,74,2019,2018-2022,Friday,November,4,59.0,35.0
2019-11-09,44,50,72,2019,2018-2022,Saturday,November,4,43.0,28.0
2019-11-11,33,40,78,2019,2018-2022,Monday,November,4,56.0,32.0
2019-11-12,39,45,71,2019,2018-2022,Tuesday,November,4,66.0,42.0
2019-11-13,32,38,69,2019,2018-2022,Wednesday,November,4,42.0,24.0
2019-11-14,31,33,82,2019,2018-2022,Thursday,November,4,42.0,27.0
2019-11-15,30,34,90,2019,2018-2022,Friday,November,4,47.0,36.0
2019-11-16,44,54,95,2019,2018-2022,Saturday,November,4,54.0,37.0
2019-11-18,43,52,78,2019,2018-2022,Monday,November,4,44.0,36.0
2019-11-19,32,34,88,2019,2018-2022,Tuesday,November,4,45.0,39.0
2019-11-20,51,58,71,2019,2018-2022,Wednesday,November,4,52.0,42.0
2019-11-21,50,65,92,2019,2018-2022,Thursday,November,4,52.0,42.0
2019-11-22,41,54,84,2019,2018-2022,Friday,November,4,54.0,46.0
2019-11-23,46,54,87,2019,2018-2022,Saturday,November,4,53.0,34.0
2019-11-24,28,31,73,2019,2018-2022,Sunday,November,4,52.0,33.0
2019-11-26,34,36,72,2019,2018-2022,Tuesday,November,4,55.0,42.0
2019-11-27,59,65,82,2019,2018-2022,Wednesday,November,4,63.0,46.0
2019-11-28,32,36,61,2019,2018-2022,Thursday,November,4,58.0,46.0
2019-11-29,28,36,74,2019,2018-2022,Friday,November,4,57.0,35.0
2019-11-30,37,48,84,2019,2018-2022,Saturday,November,4,42.0,33.0
2019-12-01,42,45,60,2019,2018-2022,Sunday,December,4,45.0,33.0
2019-12-02,56,66,97,2019,2018-2022,Monday,December,4,36.0,33.0
2019-12-03,38,43,81,2019,2018-2022,Tuesday,December,4,40.0,33.0
2019-12-04,46,51,73,2019,2018-2022,Wednesday,December,4,42.0,35.0
2019-12-05,41,50,68,2019,2018-2022,Thursday,December,4,43.0,36.0
2019-12-06,42,48,91,2019,2018-2022,Friday,December,4,44.0,36.0
2019-12-07,45,48,77,2019,2018-2022,Saturday,December,4,50.0,34.0
2019-12-08,42,49,82,2019,2018-2022,Sunday,December,4,42.0,29.0
2019-12-09,43,46,76,2019,2018-2022,Monday,December,4,44.0,29.0
2019-12-10,51,56,73,2019,2018-2022,Tuesday,December,4,51.0,42.0
2019-12-11,35,39,72,2019,2018-2022,Wednesday,December,4,57.0,33.0
2019-12-12,36,38,65,2019,2018-2022,Thursday,December,4,41.0,28.0
2019-12-13,37,42,80,2019,2018-2022,Friday,December,4,39.0,30.0
2019-12-14,37,39,71,2019,2018-2022,Saturday,December,4,52.0,38.0
2019-12-15,48,54,92,2019,2018-2022,Sunday,December,4,56.0,42.0
2019-12-16,51,54,83,2019,2018-2022,Monday,December,4,50.0,39.0
2019-12-17,102,105,67,2019,2018-2022,Tuesday,December,4,39.0,31.0
2019-12-18,40,44,84,2019,2018-2022,Wednesday,December,4,38.0,32.0
2019-12-19,37,43,58,2019,2018-2022,Thursday,December,4,34.0,18.0
2019-12-20,42,48,82,2019,2018-2022,Friday,December,4,39.0,19.0
2019-12-21,51,55,58,2019,2018-2022,Saturday,December,4,36.0,25.0
2019-12-22,41,44,62,2019,2018-2022,Sunday,December,4,37.0,27.0
2019-12-23,36,39,84,2019,2018-2022,Monday,December,4,49.0,34.0
2019-12-24,44,47,75,2019,2018-2022,Tuesday,December,4,53.0,34.0
2019-12-25,36,39,67,2019,2018-2022,Wednesday,December,4,52.0,38.0
2019-12-26,41,48,81,2019,2018-2022,Thursday,December,4,49.0,31.0
2019-12-27,33,39,90,2019,2018-2022,Friday,December,4,49.0,39.0
2019-12-28,41,48,78,2019,2018-2022,Saturday,December,4,53.0,42.0
2019-12-29,50,54,80,2019,2018-2022,Sunday,December,4,56.0,39.0
2019-12-30,32,38,77,2019,2018-2022,Monday,December,4,47.0,43.0
2019-12-31,38,42,59,2019,2018-2022,Tuesday,December,4,45.0,38.0
2020-01-01,39,44,93,2020,2018-2022,Wednesday,January,1,47.0,39.0
2020-01-02,31,42,75,2020,2018-2022,Thursday,January,1,47.0,36.0
2020-01-03,34,41,69,2020,2018-2022,Friday,January,1,48.0,38.0
2020-01-04,36,39,77,2020,2018-2022,Saturday,January,1,51.0,46.0
2020-01-05,30,35,97,2020,2018-2022,Sunday,January,1,54.0,38.0
2020-01-06,40,46,81,2020,2018-2022,Monday,January,1,43.0,35.0
2020-01-07,35,41,87,2020,2018-2022,Tuesday,January,1,52.0,37.0
2020-01-08,35,37,78,2020,2018-2022,Wednesday,January,1,46.0,32.0
2020-01-09,52,61,63,2020,2018-2022,Thursday,January,1,40.0,32.0
2020-01-10,45,51,62,2020,2018-2022,Friday,January,1,39.0,24.0
2020-01-11,49,53,95,2020,2018-2022,Saturday,January,1,57.0,39.0
2020-01-12,49,51,84,2020,2018-2022,Sunday,January,1,67.0,57.0
2020-01-13,46,56,92,2020,2018-2022,Monday,January,1,67.0,41.0
2020-01-14,43,51,68,2020,2018-2022,Tuesday,January,1,49.0,39.0
2020-01-15,46,53,95,2020,2018-2022,Wednesday,January,1,46.0,42.0
2020-01-16,43,49,82,2020,2018-2022,Thursday,January,1,56.0,45.0
2020-01-17,31,38,76,2020,2018-2022,Friday,January,1,56.0,25.0
2020-01-18,35,42,58,2020,2018-2022,Saturday,January,1,32.0,22.0
2020-01-19,30,34,72,2020,2018-2022,Sunday,January,1,40.0,22.0
2020-01-20,40,46,72,2020,2018-2022,Monday,January,1,43.0,23.0
2020-01-21,35,39,73,2020,2018-2022,Tuesday,January,1,43.0,20.0
2020-01-22,29,34,71,2020,2018-2022,Wednesday,January,1,35.0,24.0
2020-01-23,52,55,71,2020,2018-2022,Thursday,January,1,42.0,28.0
2020-01-24,48,54,74,2020,2018-2022,Friday,January,1,45.0,33.0
2020-01-25,45,50,68,2020,2018-2022,Saturday,January,1,56.0,40.0
2020-01-26,29,39,83,2020,2018-2022,Sunday,January,1,56.0,38.0
2020-01-27,50,60,88,2020,2018-2022,Monday,January,1,47.0,37.0
2020-01-28,37,48,97,2020,2018-2022,Tuesday,January,1,45.0,38.0
2020-01-29,41,48,69,2020,2018-2022,Wednesday,January,1,42.0,37.0
2020-01-30,48,58,64,2020,2018-2022,Thursday,January,1,44.0,26.0
2020-01-31,50,61,73,2020,2018-2022,Friday,January,1,40.0,29.0
2020-02-02,42,47,69,2020,2018-2022,Sunday,February,1,44.0,37.0
2020-02-03,40,41,96,2020,2018-2022,Monday,February,1,43.0,34.0
2020-02-04,36,42,71,2020,2018-2022,Tuesday,February,1,61.0,43.0
2020-02-05,42,48,88,2020,2018-2022,Wednesday,February,1,63.0,38.0
2020-02-06,34,39,65,2020,2018-2022,Thursday,February,1,43.0,36.0
2020-02-07,49,55,86,2020,2018-2022,Friday,February,1,58.0,41.0
2020-02-08,35,40,88,2020,2018-2022,Saturday,February,1,59.0,32.0
2020-02-09,43,47,92,2020,2018-2022,Sunday,February,1,43.0,34.0
2020-02-10,47,49,89,2020,2018-2022,Monday,February,1,49.0,38.0
2020-02-11,48,52,93,2020,2018-2022,Tuesday,February,1,47.0,44.0
2020-02-12,36,40,76,2020,2018-2022,Wednesday,February,1,51.0,39.0
2020-02-13,36,38,92,2020,2018-2022,Thursday,February,1,48.0,37.0
