"STATION","NAME","DATE","PRCP","TMAX","TMIN"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-02-08","0.05","47","41"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-02-09","0.00","55","24"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-02-10","0.00","35","23"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-02-11","0.25","38","26"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-02-12","0.30","34","27"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-02-13","1.10","41","27"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-02-14","0.00","42","33"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-02-15","0.00","53","38"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-02-16","0.00","63","36"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-02-17","0.00","38","26"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-02-18","0.33","40","30"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-02-19","0.00","45","25"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-02-20","0.00","39","28"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-02-21","0.69","44","26"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-02-22","0.00","52","40"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-02-23","0.00","47","34"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-02-24","0.38","52","33"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-02-25","0.12","49","34"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-02-26","0.00","42","29"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-02-27","0.00","42","25"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-02-28","0.00","39","27"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-03-01","0.27","41","27"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-03-02","0.47","35","28"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-03-04","1.50","37","33"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-03-05","0.00","39","22"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-03-06","0.00","35","19"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-03-07","0.00","30","19"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-03-08","0.00","37","21"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-03-09","0.00","41","33"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-03-10","0.95","53","38"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-03-11","0.03","50","43"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-03-12","0.00","56","36"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-03-13","0.00","56","34"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-03-14","0.00","53","41"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-03-15","0.00","70","47"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-03-16","0.13","77","45"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-03-17","0.00","51","34"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-03-18","0.00","48","34"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-03-19","0.00","49","35"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-03-20","0.00","54","37"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-03-21","0.12","56","42"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-03-22","1.20","51","38"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-03-23","0.00","52","35"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-03-24","0.00","52","39"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-03-25","0.00","63","46"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-03-26",,"57","33"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-03-27","0.00","49","34"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-03-28","0.00","54","36"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-03-29","0.00","60","42"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-03-30","0.00","63","42"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-03-31","0.03","77","58"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-04-01","0.10","62","31"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-04-02","0.00","50","36"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-04-03","0.00","54","40"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-04-04","0.00","68","49"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-04-05","0.00","67","41"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-04-06","0.13","47","41"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-04-07","0.00","69","46"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-04-08","0.22","73","55"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-04-09","0.00","82","55"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-04-10","0.00","74","52"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-04-11","0.00","66","52"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-04-12","0.00","59","43"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-04-13","0.35","78","57"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-04-14","0.00","77","61"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-04-15","0.75","74","59"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-04-16","0.00","65","44"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-04-17","0.00","68","44"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-04-18","0.00","68","44"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-04-19","0.00","82","60"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-04-20","1.22","80","65"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-04-21","0.04","74","63"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-04-22","0.00","72","56"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-04-23","0.00","69","58"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-04-24","0.00","81","61"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-04-25","0.00","75","56"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-04-26","0.27","75","54"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-04-27","0.70","71","51"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-04-28","0.00","68","55"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-04-29","0.00","67","42"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-04-30","0.55","67","42"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-05-01","0.00","77","54"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-05-02","0.00","64","42"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-05-03","0.00","85","51"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-05-05",,"75","54"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-05-06","1.16","62","53"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-05-07","0.00","77","55"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-05-08","0.50","78","55"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-05-09","0.00","70","56"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-05-10","0.15","70","57"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-05-11","0.02","82","61"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-05-13",,"72","45"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-05-14","0.70","52","46"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-05-15","0.03","57","46"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-05-16","0.00","75","56"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-05-17","0.00","78","61"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-05-18","0.04","82","62"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-05-19","0.00","80","63"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-05-20","0.00","89","72"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-05-21","0.00","89","71"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-05-22","0.00","74","55"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-05-23","0.00","78","55"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-05-24","0.33","75","65"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-05-25","0.00","82","59"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-05-26","0.00","78","63"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-05-27","0.00","91","68"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-05-28","0.00","84","64"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-05-29","0.43","85","64"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-05-30","0.63","91","69"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-05-31","0.61","86","68"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-06-01","0.00","84","66"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-06-02","0.00","86","65"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-06-03","0.09","85","60"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-06-04","0.00","74","55"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-06-05","0.00","76","63"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-06-06","0.30","86","63"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-06-07","0.00","87","69"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-06-08","0.00","82","67"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-06-09","0.00","82","61"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-06-10","0.09","81","61"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-06-11","0.45","78","65"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-06-12","0.00","80","64"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-06-13","0.93","77","57"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-06-14","1.05","73","59"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-06-15","0.00","75","59"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-06-16","0.00","82","70"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-06-17","0.31","85","72"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-06-18","0.02","86","71"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-06-19","0.06","86","72"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-06-20","1.70","83","68"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-06-21","0.45","88","71"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-06-22","0.00","82","64"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-06-23","0.00","83","65"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-06-24","0.00","87","69"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-06-25","0.00","90","75"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-06-26","0.00","91","73"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-06-27","0.00","93","75"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-06-28","0.00","94","76"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-06-29","0.23","96","75"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-06-30","0.16","96","73"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-07-01","0.00","88","65"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-07-02","0.00","89","71"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-07-03","0.64","93","73"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-07-04","0.00","91","78"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-07-05","0.00","92","75"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-07-06","0.03","91","77"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-07-07","0.69","92","72"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-07-08","0.07","87","71"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-07-09","0.03","87","69"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-07-10","0.00","91","74"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-07-11","0.00","92","74"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-07-12","1.35",,
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-07-13","0.00",,
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-07-14","0.00","90","71"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-07-15","0.00","91","75"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-07-16","0.00","91","75"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-07-17","0.06","95","78"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-07-18","0.51","98","75"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-07-21",,"100","76"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-07-22","0.00","100","78"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-07-23","1.40","96","68"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-07-24","0.06","77","65"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-07-25","0.00","87","68"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-07-26","0.00","90","69"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-07-27","0.00","91","71"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-07-28","0.00","93","74"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-07-29","0.00","95","77"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-07-30","0.00","95","78"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-07-31","0.00","98","76"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-08-01","0.73","90","72"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-08-02","0.00","90","74"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-08-03","0.02","89","74"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-08-04","0.00","91","75"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-08-05","0.00","86","74"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-08-06","0.74","90","74"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-08-07","0.00","90","73"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-08-08","2.02","92","70"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-08-09","0.20","92","70"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-08-10","0.00","89","69"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-08-11","0.00","87","66"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-08-12","0.00","85","68"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-08-13","0.00","90","76"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-08-14","0.06","81","72"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-08-15","0.81","80","72"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-08-16","0.00","86","72"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-08-17","0.00","89","72"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-08-18","0.00","91","77"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-08-19","0.00","95","77"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-08-20","0.28","95","76"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-08-21","0.00","91","77"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-08-22","1.15","94","74"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-08-23","0.21","93","68"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-08-24","0.09","72","62"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-08-26",,"80","60"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-08-27","0.00","80","60"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-08-28","0.00","78","67"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-08-29","0.00","85","67"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-08-30","0.00","84","66"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-08-31","0.00","89","67"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-09-01","0.00","87","67"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-09-02","0.00","85","69"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-09-03","0.30","86","67"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-09-04","0.00","86","70"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-09-05","0.15","92","67"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-09-07",,"77","57"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-09-09",,"84","64"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-09-10","0.00","86","67"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-09-11","0.00","85","69"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-09-12","0.00","91","74"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-09-14",,"90","63"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-09-15","0.13","79","70"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-09-16","0.00","85","68"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-09-17","0.00","87","68"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-09-18","0.00","81","67"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-09-19","0.00","75","55"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-09-20","0.00","73","56"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-09-21","0.00","80","61"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-09-22","0.00","88","61"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-09-23","0.00","90","66"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-09-24","0.00","92","71"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-09-25","0.00","79","60"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-09-26","0.00","83","65"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-09-27","0.14","85","60"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-09-28","0.00","81","65"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-09-29","0.41","86","65"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-09-30","0.00","81","64"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-10-01","0.00","72","65"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-10-02","0.00","85","69"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-10-03","0.08","95","62"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-10-04","0.08","66","61"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-10-05","0.00","69","45"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-10-06","0.00","66","50"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-10-07","0.00","72","56"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-10-08","0.02","81","58"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2019-10-09","0.00","66","60"
