"STATION","NAME","DATE","PRCP","TMAX","TMIN","TOBS"
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2006-09-29","0.00","65","55",
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2006-09-30","0.34","65","57",
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2006-10-01","0.00","73","54",
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2006-10-02","0.00","72","56",
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2006-10-03","0.00","71","58",
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2006-10-04","0.00","71","54",
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2006-10-05","0.49","83","66",
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2006-10-06","0.22","73","56",
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2006-10-07","0.00","60","49",
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2006-10-08","0.00","73","52",
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2006-10-09","0.00","79","56",
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2006-10-10","0.00","80","61",
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2006-10-11","1.43","68","60",
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2006-10-12","0.00","71","48",
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2006-10-13","0.00","55","41",
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2006-10-14","0.00","60","44",
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2006-10-15","0.00","59","42",
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2006-10-16","0.00","64","42",
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2006-10-17","1.35","62","54",
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2006-10-18","0.00","73","62",
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2006-10-19","0.69","69","60",
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2006-10-20","0.04","67","50",
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2006-10-21","0.00","59","44",
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2006-10-22","0.00","61","45",
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2006-10-23","0.00","57","46",
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2006-10-24","0.00","50","39",
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2006-10-25","0.00","53","41",
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2006-10-26","0.00","51","42",
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2006-10-27","1.49","48","38",
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2006-10-28","0.02","67","45",
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2006-10-29","0.00","56","44",
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2006-10-30","0.00","64","43",
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2006-10-31","0.02","72","50",
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2006-11-01","0.30","68","55",
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2006-11-02",,"57","40",
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2006-11-03","0.00","46","33",
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2006-11-04","0.00","46","31",
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2006-11-05","0.00","51","36",
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2006-11-06","0.00","56","37",
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2006-11-07","1.81","61","43",
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2006-11-08","0.87","57","54",
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2006-11-09","0.00","68","55",
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2006-11-10","0.00","67","52",
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2006-11-11","0.00","73","49",
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2006-11-12","0.86","62","48",
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2006-11-13","0.46","58","50",
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2006-11-14","0.00","58","54",
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2006-11-15","0.00","68","54",
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2006-11-16","0.00","70","54",
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2006-11-17","0.00","61","42",
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2006-11-18","0.00","50","39",
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2006-11-19","0.00","48","40",
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2006-11-20","0.00","42","38",
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2006-11-21","0.00","43","32",
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2006-11-22","0.30","43","39",
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2006-11-23","0.25","46","40",
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2006-11-24","0.00","63","43",
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2006-11-25","0.00","57","38",
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2006-11-26","0.00","58","35",
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2006-11-27","0.00","59","38",
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2006-11-28","0.00","62","39",
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2006-11-29","0.00","62","47",
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2006-11-30","0.00","68","53",
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2006-12-01","0.16","69","44",
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2006-12-02","0.00","44","36",
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2006-12-03","0.00","44","32",
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2006-12-04","0.00","40","30",
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2006-12-05","0.00","37","29",
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2006-12-06","0.00","49","31",
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2006-12-07","0.00","52","29",
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2006-12-08","0.00","33","22",
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2006-12-09","0.00","40","21",
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2006-12-10","0.00","55","32",
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2006-12-11","0.00","61","41",
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2006-12-12","0.06","50","43",
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2006-12-13","0.12","52","46",
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2006-12-14","0.00","51","43",
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2006-12-15","0.00","51","43",
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2006-12-16","0.00","53","43",
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2006-12-17","0.00","55","40",
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2006-12-18","0.00","67","47",
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2006-12-19","0.00","47","37",
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2006-12-20","0.00","45","34",
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2006-12-21","0.00","50","36",
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2006-12-22","1.22","54","43",
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2006-12-23","0.46","59","47",
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2006-12-24","0.00","53","42",
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2006-12-25","0.56","48","40",
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2006-12-26","0.00","52","43",
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2006-12-27","0.00","43","38",
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2006-12-28","0.00","50","35",
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2006-12-29","0.00","52","41",
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2006-12-30","0.00","52","41",
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2006-12-31","0.00","45","34",
"USC00366886","PHILADELPHIA FRANKLIN INSTITUTE, PA US","2007-01-01","1.80","57","44",
